,Airport Name,Country,City,Latitude,Longitude
MVM,Monument Valley,United States,"Kayenta, AZ",36.714917,-110.231972
MVN,Mt Vernon-Outland,United States,Mt Vernon,38.323361,-88.8585
MVO,Mongo,Chad,Mongo,12.167,18.675
MVP,Mitu,Colombia,Mitu,1.253531,-70.234069
MVQ,Mogilev,Belarus,Mogilev,53.954861,30.095089
MVR,Salam,Cameroon,Maroua,10.451392,14.257361
MVS,Aeroporto Max Feffer,Brazil,Mucuri,-18.048878,-39.864169
MVT,Mataiva,French Polynesia,Mataiva,-14.869444,-148.713333
MVU,Musgrave,Australia,Musgrave,-14.775556,143.504722
MVV,Megeve,France,Megeve,45.820833,6.652222
MVW,Skagit Regional,United States,Mount Vernon,48.470889,-122.420861
MVX,Minvoul,Gabon,Minvoul,2.15,12.117
MVZ,Masvingo,Zimbabwe,Masvingo,-20.055333,30.859111
MWA,Williamson County,United States,Marion,37.754972,-89.011083
MWB,Morawa,Australia,Morawa,-29.2025,116.021667
MWC,Lawrence J Timmerman,United States,Milwaukee,43.110389,-88.034417
MWD,Mianwali,Pakistan,Mianwali,32.563088,71.570681
MWE,Merowe,Sudan,Merowe,18.455278,31.818611
MWF,Maewo,Vanuatu,Maewo,-14.997222,168.081111
MWG,Marawaka,Papua New Guinea,Marawaka,-6.967,145.883
MWH,Grant County,United States,Moses Lake,47.208583,-119.319139
MWI,Maramuni,Papua New Guinea,Maramuni,-5.117,143.483
MWJ,Matthews Ridge,Guyana,Matthews Ridge,7.483,-60.183
MWK,Matak,Indonesia,Matak,3.348119,106.25805
MWL,Mineral Wells Arpt,United States,Mineral Wells,32.781605,-98.060175
MWM,Windom Municipal,United States,"Windom, MN",43.913402,-95.109408
MWN,Mwadui,Tanzania,Mwadui,-3.5,33.617
MWO,Hook Field,United States,"Middletown, Ohio",39.531806,-84.396444
MWP,Mountain,Nepal,Mountain,28.0,85.333
MWQ,Magwe,Myanmar,Magwe,20.165453,94.941185
MWR,Motswari Airfield,South Africa,Motswari,0.0,0.0
MWS,Mount Wilson,United Kingdom,Mount Wilson,51.916666666667,-2.866666666667
MWT,Moolawatana,Australia,Moolawatana,-29.907222,139.766111
MWU,Mussau,Papua New Guinea,Mussau,-1.633,149.667
MWV,Mundulkiri,Cambodia,Mundulkiri,5.516666666667,72.866666666667
MWW,Mouscron,Belgium,Mouscron,0.0,0.0
MWY,Miranda Downs,Australia,Miranda Downs,-17.328611,141.885556
MWZ,Mwanza,Tanzania,Mwanza,-2.444486,32.932667
MXA,Municipal,Colombia,Manila,35.894444,-90.154569
MXB,Masamba,Indonesia,Masamba,-2.558044,120.324383
MXC,San Juan County,United States,Monticello,37.937215,-109.346505
MXD,Marion Downs,Australia,Marion Downs,-23.363889,139.649722
MXE,Maxton,United States,Maxton,34.791948,-79.365835
MXF,Maxwell AFB,United States,Montgomery,32.379167,-86.3625
MXG,Marlborough,United States,Marlborough,42.333333333333,-71.55
MXH,Moro,Papua New Guinea,Moro,-6.363333,143.238056
MXI,Imelda Romualdez Marcos,Philippines,Mati,6.949367,126.27295
MXJ,Minna,Nigeria,Minna,9.652172,6.462256
MXK,Mindik,Papua New Guinea,Mindik,-6.467,147.433
MXL,Mexicali,Mexico,Mexicali,32.630634,-115.241637
MXM,Morombe,Madagascar,Morombe,-21.753867,43.375533
MXN,Morlaix,France,Morlaix,48.600747,-3.816669
MXO,Municipal,Italy,Monticello,42.220363,-91.163299
MXP,Malpensa,Italy,Milan,45.630606,8.728111
MXQ,Mitchell River,Australia,Mitchell River,-15.483,141.75
MXR,Mirgorod,Ukraine,Mirgorod,49.930556,33.641667
MXS,Maota Savaii Is,Samoa,Maota Savaii Is,-13.742222,-172.257778
MXT,Maintirano,Madagascar,Maintirano,-18.050278,44.033333
MXU,Mullewa,Australia,Mullewa,-28.473889,115.518056
MXV,Moron,Mongolia,Moron,49.663311,100.099364
MXW,Mandalgobi,Mongolia,Mandalgobi,45.738056,106.269167
MXX,Mora,Sweden,Mora,60.957908,14.511383
MXY,Mccarthy,United States,Mccarthy,61.437061,-142.903737
MXZ,Meixian,China,Meixian,24.269,116.104
MYA,Moruya,Australia,Moruya,-35.897778,150.144444
MYB,Mayoumba,Gabon,Mayoumba,-3.460556,10.676667
MYC,Maracay,Venezuela,Maracay,10.183375,-67.557319
MYD,Malindi,Kenya,Malindi,-3.229306,40.101667
MYE,Miyake Jima,Japan,Miyake Jima,34.073611,139.560278
MYF,Montgomery Field,United States,San Diego,32.815722,-117.139583
MYG,Mayaguana,Turks and Caicos Islands,Mayaguana,22.379528,-73.0135
MYH,Marble Canyon,United States,Marble Canyon,36.816666666667,-111.65
MYI,Murray Island,Australia,Murray Island,-9.914722,144.054167
MYJ,Matsuyama,Japan,Matsuyama,33.827222,132.699722
MYK,May Creek,United States,May Creek,61.335674,-142.686775
MYL,Mccall,United States,Mccall,44.888722,-116.10175
MYM,Monkey Mountain,Guyana,Monkey Mountain,4.6,-59.633
MYN,Mareb,Yemen,Mareb,15.469167,45.326944
MYO,Myroodah,Australia,Myroodah,-18.123889,124.270833
MYP,Mary,Turkmenistan,Mary,37.619444,61.896667
MYQ,Mysore,India,Mysore,12.307222,76.649722
MYR,Myrtle Beach Afb,United States,Myrtle Beach,33.67975,-78.928333
MYS,Moyale,Kenya,Moyale,3.55,39.033
MYT,Myitkyina,Myanmar,Myitkyina,25.383636,97.351919
MYU,Ellis Field,United States,Mekoryuk,60.37142,-166.270608
MYV,Yuba County,United States,Marysville,39.097778,-121.569833
MYW,Mtwara,Tanzania,Mtwara,-10.339058,40.181781
MYX,Menyamya,Papua New Guinea,Menyamya,-7.2,146.017
MYY,Miri,Malaysia,Miri,4.322014,113.986806
MYZ,Monkey Bay,Malawi,Monkey Bay,-14.083611,34.919722
MZA,Muzaffarnagar,India,Muzaffarnagar,29.483,77.7
MZB,Mocimboa Praia,Mozambique,Mocimboa Praia,-11.361789,40.354875
MZC,Mitzic,Gabon,Mitzic,0.783,11.55
MZD,Mendez,Ecuador,Mendez,-2.717,-78.317
MZE,Manatee,Guatemala,Manatee,17.25,-89.133
MZF,Mzamba(Wild Coast Sun),South Africa,Mzamba(Wild Coast Sun),-31.25,29.833
MZG,Makung,Taiwan,Makung,23.568669,119.628311
MZH,Merzifon,Turkey,Merzifon,40.829375,35.521992
MZI,Mopti,Mali,Mopti,14.512803,-4.079561
MZJ,Marana,United States,Marana,32.509833,-111.325333
MZK,Marakei,Kiribati,Marakei,2.058611,173.271389
MZL,Santaguida,Colombia,Manizales,5.029992,-75.465114
MZM,Frescaty,France,Metz,49.076389,6.133889
MZN,Minj,Papua New Guinea,Minj,-5.9,144.667
MZO,Sierra Maestra,Cuba,Manzanillo,20.288172,-77.0893
MZP,Motueka,New Zealand,Motueka,-41.123333,172.988611
MZQ,Mkuze,South Africa,Mkuze,-27.626086,32.044275
MZR,Mazar-i-sharif,Afghanistan,Mazar-i-sharif,36.706914,67.209678
MZS,Mostyn,Malaysia,Mostyn,4.667,118.183
MZT,Gen Rafael Buelna,Mexico,Mazatlan,23.161356,-106.266072
MZU,Muzaffarpur,India,Muzaffarpur,26.119089,85.313664
MZV,"Mulu, Sarawak",Malaysia,"Mulu, Sarawak",4.050556,114.809167
MZW,Mechria,Algeria,Mechria,33.55,-0.283333333333
MZX,Mena,Ethiopia,Mena,6.4,39.833
MZY,Mossel Bay,South Africa,Mossel Bay,-34.158611,22.055278
MZZ,Marion,United States,Marion,40.489864,-85.679732
NAA,Narrabri,Australia,Narrabri,-30.319167,149.827222
NAB,Albany NAS,United States,Albany,47.85,55.833333333333
NAC,Naracoorte,Australia,Naracoorte,-36.985278,140.725
NAD,Macanal,Colombia,Macanal,2.567,-67.583
NAE,Natitingou,Benin,Natitingou,10.376944,1.360278
NAF,Banaina,Indonesia,Banaina,2.75,117.05
NAG,Sonegaon,India,Nagpur,21.092192,79.047183
NAH,Naha,Indonesia,Naha,3.683214,125.528019
NAI,Annai,Guyana,Annai,3.959442,-59.124168
NAJ,Nakhichevan,Azerbaijan,Nakhichevan,39.188806,45.458442
NAK,Nakhon Ratchasima,Thailand,Nakhon Ratchasima,14.949497,102.312736
NAL,Nalchik,Russian Federation,Nalchik,43.512856,43.636583
NAM,Namlea,Indonesia,Namlea,-3.25,127.083
NAN,Nadi International,Fiji,Nadi,-17.755392,177.443378
NAO,Nanchong,China,Nanchong,30.754,106.062
NAP,Capodichino,Italy,Napoli,40.886033,14.290781
NAQ,Qaanaaq,Greenland,Qaanaaq,77.48865,-69.388731
NAR,Nare,Colombia,Nare,6.210019,-74.590589
NAS,Nassau International,Bahamas,Nassau,25.038958,-77.466231
NAT,Augusto Severo,Brazil,Natal,-5.911417,-35.247717
NAU,Napuka Island,French Polynesia,Napuka Island,-14.176783,-141.267264
NAV,Nevsehir,Turkey,Nevsehir,38.626,34.717
NAW,Narathiwat,Thailand,Narathiwat,6.519922,101.7434
NAX,Barbers Point,United States,Barbers Point,21.307354,-158.070302
NAY,Nanyuan Airport,China,Beijing,39.779444,116.386389
NAZ,Nana,Solomon Islands,Star Habour,-10.783333333333,162.3
NBA,Nambaiyufa,Papua New Guinea,Nambaiyufa,-6.233,145.233
NBB,Barrancominas,Colombia,Barrancominas,3.333,-70.317
NBC,Naberevnye Chelny,Russian Federation,Naberevnye Chelny,55.564686,52.092511
NBG,NAS/Alvin Callendar,United States,New Orleans,29.827215,-90.026588
NBH,Nambucca Heads,Australia,Nambucca Heads,-30.702778,152.978611
NBL,San Blas,Panama,San Blas,9.250273,-78.118332
NBO,Jomo Kenyatta International,Kenya,Nairobi,-1.319242,36.927775
NBP,Battery Pk City/N. Cov,Colombia,New York,5.5,-70.483333333333
NBR,Nambour,Australia,Nambour,-26.633,152.967
NBU,NAS,United States,Glenview,42.08333333,-87.81833333
NBV,Cana Brava,Brazil,Cana Brava,-13.533,-48.25
NBW,Guantanamo NAS,Cuba,Guantanamo,19.906458,-75.207056
NBX,Nabire,Indonesia,Nabire,-3.368183,135.496406
NCA,North Caicos,Turks and Caicos Islands,North Caicos,21.917567,-71.939572
NCG,Nueva Casas Grandes,Mexico,Paloma Grande,30.397439,-107.874969
NCH,Nachingwea,Tanzania,Nachingwea,-10.3575,38.779167
NCI,Necocli,Colombia,Necocli,8.45,-76.783333
NCL,Newcastle Airport,United Kingdom,Newcastle,55.0375,-1.691667
NCN,New Chenega,United States,New Chenega,60.077306,-147.991889
NCO,NAS,United States,Quonset Point,41.599546,-71.416722
NCP,Cubi Pt NAS,Philippines,Luzon Is,16.0,121.0
NCQ,Atlanta Nas,United States,"Marietta, GA",34.351111111111,-84.287222222222
NCR,San Carlos,Nicaragua,San Carlos,11.766666666667,-86.1
NCS,Newcastle,South Africa,Newcastle,-27.770586,29.976894
NCT,Guanacaste,Costa Rica,Nicoya,10.139444,-85.445833
NCU,Nukus,Uzbekistan,Nukus,42.488411,59.623256
NCY,Annecy-Meythe,France,Annecy,45.930775,6.106289
NDA,Bandanaira,Indonesia,Bandanaira,-4.533,129.9
NDB,Nouadhibou,Mauritania,Nouadhibou,20.933067,-17.029956
NDC,Nanded,India,Nanded,19.181944,77.318611
NDD,Sumbe,Angola,Sumbe,-11.167922,13.847544
NDE,Mandera,Kenya,Mandera,3.933,41.85
NDF,Ndalatandos,Angola,Ndalatandos,-13.783333333333,16.716666666667
NDG,Qiqihar,Mongolia,Qiqihar,47.239628,123.918131
NDI,Namudi,Papua New Guinea,Namudi,-9.467,148.317
NDJ,Ndjamena,Chad,Ndjamena,12.133689,15.034019
NDK,Namdrik Island,Marshall Islands,Namdrik Island,5.631667,168.125
NDL,Ndele,Central African Republic,Ndele,8.426667,20.634999
NDM,Mendi,Ethiopia,Mendi,9.767,35.1
NDN,Nadunumu,Papua New Guinea,Nadunumu,-9.133,147.683
NDO,La Palma Del Condado,Spain,La Palma Del Condado,37.383333333333,-6.55
NDP,Ellyson NAS,United States,"Pensacola, FL",30.526944444444,-87.198055555556
NDR,Nador,Morocco,Nador,34.988781,-3.028206
NDS,Sandstone,Australia,Sandstone,-27.9775,119.299722
NDU,Rundu,Namibia,Rundu,-17.956461,19.719439
NDV,USN Heliport,Ethiopia,Anacostia,12.15,36.366666666667
NDY,Sanday,United Kingdom,Sanday,59.250275,-2.576667
NDZ,Cuxhaven,Germany,Nordholz-Spieka,53.768,8.659
NEA,Brunswick Golden Isles,United States,Glynco,31.25055555,-81.47611111
NEC,Necochea,Argentina,Necochea,-38.483056,-58.817222
NEF,Neftekamsk,Russian Federation,Neftekamsk,56.106944,54.347222
NEG,Negril,Jamaica,Negril,18.364202,-78.305611
NEJ,Nejjo,Ethiopia,Nejjo,9.55,35.467
NEK,Nekemt,Ethiopia,Nekemt,9.05,36.6
NEL,Naec,United States,Lakehurst,40.035103,-74.352144
NEN,Olf Usn,United States,Whitehouse,30.350238,-81.883161
NER,Neryungri,Russian Federation,Neryungri,56.65,124.6
NES,East 34th St Landing,Colombia,New York,5.5,-70.483333333333
NET,New Bight,Bahamas,New Bight,24.31527777,-75.45416666
NEU,Sam Neua,Laos,Sam Neua,20.418358,104.066583
NEV,Newcastle,Saint Kitts and Nevis,Nevis,17.205642,-62.594003
NEW,Lakefront,United States,New Orleans,30.042389,-90.02825
NFB,Detroit NAF,United States,Mt Clemens,0.0,0.0
NFG,Nefteyugansk,Russian Federation,Nefteyugansk,61.107778,72.648889
NFL,NAS,United States,Fallon,39.417832,-118.698594
NFR,Nafoora,Libya,Nafoora,29.2,21.383333333333
NGA,Young,Australia,Young,-34.255556,148.248056
NGB,Ningbo,China,Ningbo,29.826683,121.461906
NGC,North Rim,United States,Grand Canyon,36.183333333333,-112.13333333333
NGD,Anegada,British Virgin Islands,Anegada,18.7275,-64.328056
NGE,Ngaoundere,Cameroon,Ngaoundere,7.357011,13.559242
NGI,Ngau Island,Fiji,Ngau Island,-18.115556,179.339722
NGL,Ngala Airfield,Zambia,Ngala,-14.1,32.65
NGM,Agana NAS,Guam (USA),Agana,13.449722222222,144.75
NGN,Nargana,Panama,Nargana,9.45,-78.583
NGP,NAS,United States,Corpus Christi,27.692701,-97.290376
NGR,Ningerum,Papua New Guinea,Ningerum,-5.667,141.133
NGS,Nagasaki,Japan,Nagasaki,32.916944,129.913611
NGU,Nas Chambers,United States,Norfolk,36.937462,-76.289263
NGV,Ngiva,Egypt,Ngiva,23.076111111111,34.374444444444
NGW,Cabaniss Field,United States,Corpus Christi,27.702712,-97.4389
NGX,Manang,Nepal,Manang,28.633,84.0
NGZ,NAS,United States,Alameda,37.79055555,-122.32555555
NHA,Nha Trang,Vietnam,Nha Trang,12.233333333333,109.18333333333
NHD,Minhad AB,United Arab Emirates,Minhad AB,25.026819,55.366244
NHF,New Halfa,Sudan,New Halfa,15.355552,35.727779
NHK,NAS,United States,Patuxent River,38.285981,-76.411781
NHS,Nushki,Pakistan,Nushki,29.539011,66.023339
NHT,Northolt,United Kingdom,Northolt,51.553,-0.418167
NHV,Nuku Hiva,French Polynesia,Nuku Hiva,-8.794722,-140.223056
NHX,Barin Olf Osn,United States,Foley,30.389087,-87.635262
NHZ,NAS,United States,Brunswick,43.892364,-69.93883
NIA,Nimba,Liberia,Nimba,7.5,-8.6
NIB,Nikolai,United States,Nikolai,63.01856,-154.358435
NIC,Nicosia International,Cyprus,Nicosia,35.15,33.266666666667
NIE,Niblack,United States,Niblack,55.066666666667,-132.15
NIF,Nifty,Australia,Nifty,-21.673889,121.595278
NIG,Nikunau,Kiribati,Nikunau,-1.314444,176.410278
NIK,Niokolo Koba,Senegal,Niokolo Koba,13.0525,-12.727222
NIM,Niamey,Niger,Niamey,13.481547,2.183614
NIN,Ninilchik,United States,Ninilchik,60.020234,-151.589419
NIO,Nioki,Democratic Republic Of Congo,Nioki,-2.7175,17.684722
NIP,Jacksonville NAS,United States,Jacksonville,30.233857,-81.674965
NIR,Chase Field NAS,United States,Beeville,0.0,0.0
NIS,Simberi,Papua New Guinea,Simberi Island,-2.6625,151.998333
NIT,Niort,France,Niort,46.313422,-0.394433
NIX,Nioro,Mali,Nioro,15.238056,-9.576111
NJA,Atsugi NAS,Japan,Atsugi,35.454611,139.450167
NJC,Nizhnevartovsk,Russian Federation,Nizhnevartovsk,60.949272,76.483617
NJK,El Centro NAF,United States,"El Centro, CA",32.829167,-115.671667
NKA,Nkan,Gabon,Nkan,0.7,9.983
NKB,Noonkanbah,Australia,Noonkanbah,-18.491389,124.850833
NKC,Nouakchott,Mauritania,Nouakchott,18.097856,-15.947956
NKD,Sinak,Indonesia,Sinak,-3.833,137.833
NKG,Lukou International Airport,China,Nanking/nanjing,31.742042,118.862025
NKI,Naukiti,United States,Naukiti,55.85,-133.183
NKL,Nkolo,Democratic Republic Of Congo,Nkolo,-5.45,14.833
NKM,Komaki AFB,Japan,Nagoya,35.255,136.924444
NKN,Nankina,Papua New Guinea,Nankina,-5.833,146.45
NKO,Ankokoambo,Madagascar,Ankokoambo,-16.566666666667,44.466666666667
NKS,Nkongsamba,Cameroon,Nkongsamba,4.95,9.933
NKU,Nkaus,Lesotho,Nkaus,-30.021667,28.196944
NKV,Nichen Cove,United States,"Nichen Cove, AK",55.849722222222,-133.22777777778
NKX,Miramar MCAS,United States,San Diego,32.868346,-117.141735
NKY,Nkayi,Congo,Nkayi,-4.217,13.283
NLA,Ndola,Zambia,Ndola,-12.998139,28.664944
NLC,Lemoore NAS (Reeves Field),United States,"Lemoore, CA",36.333011,-119.952081
NLD,Intl Quetzalcoatl,Mexico,Nuevo Laredo,27.443918,-99.57046
NLE,Jerry Tyler Memorial,United States,Niles,41.835908,-86.225176
NLF,Darnley Island,Australia,Darnley Island,-9.583333,143.766667
NLG,Nelson Lagoon,United States,Nelson Lagoon,56.007536,-161.160367
NLK,Norfolk Island,Norfolk Island,Norfolk Island,-29.041625,167.938742
NLL,Nullagine,Australia,Nullagine,-21.911667,120.198333
NLP,Nelspruit International,South Africa,Nelspruit,-25.50075,30.913478
NLS,Nicholson,Australia,Nicholson,-18.048889,128.905
NLU,Santa Lucia,Mexico,Santa Lucia,19.35,-99.116666666667
NLV,Nikolaev,Ukraine,Nikolaev,47.0579,31.919825
NMA,Namangan,Uzbekistan,Namangan,40.984578,71.556742
NMB,Daman,India,Daman,20.434364,72.843206
NME,Nightmute,United States,Nightmute,60.471047,-164.700839
NMG,San Miguel,Panama,San Miguel,8.45,-78.917
NMN,Nomane,Papua New Guinea,Nomane,-6.317,145.067
NMP,New Moon,Australia,New Moon,-20.167,143.967
NMR,Nappa Merry,Australia,Nappa Merry,-27.550278,141.159167
NMS,Namsang,Myanmar,Namsang,20.890492,97.735922
NMT,Namtu,Myanmar,Namtu,23.083,97.383
NMU,Namu,Marshall Islands,Namu,8.0,168.167
NNA,NAF,Morocco,Kenitra,34.298864,-6.595878
NNB,Santa Ana,Solomon Islands,Santa Ana,-10.85,162.462222
NND,Nangade,Mozambique,Nangade,-11.05,39.667
NNG,Nanning,China,Nanning,22.608267,108.172442
NNI,Namutoni,Namibia,Namutoni,-18.8075,16.926944
NNK,Naknek,United States,Naknek,58.732881,-157.01992
NNL,Nondalton,United States,Nondalton,59.98023,-154.839175
NNM,Naryan-Mar,Russian Federation,Naryan-Mar,67.64,53.121944
NNR,Connemara,Germany,Spiddal,53.230556,-9.467778
NNT,Nan,Thailand,Nan,18.807914,100.783419
NNU,Nanuque,Brazil,Nanuque,-17.823269,-40.329908
NNX,Nunukan,Indonesia,Nunukan,4.15,117.65
NNY,Nanyang,China,Nanyang,32.980832,112.615278
NOA,Nowra,Australia,Nowra,-34.948889,150.536944
NOB,Nosara Beach,Costa Rica,Nosara Beach,9.976494,-85.652964
NOC,Ireland West Airport Knock,Ireland,Knock,53.910297,-8.818492
NOD,Norden,Germany,Norden,53.6,7.283
NOE,Norddeich,Germany,Norddeich,53.633,7.183
NOG,Nogales,Mexico,Nogales,31.226083,-110.975831
NOH,Chicago NAS,Belize,Chicago,17.8,-88.3
NOI,Krymsk,Russian Federation,Novorossijsk,44.964444,38.001389
NOJ,Nojabrxsk,Russian Federation,Nojabrxsk,63.183056,75.269167
NOK,Nova Xavantina,Brazil,Nova Xavantina,-14.698333,-52.346389
NOL,Nakolik River,Poland,Nakolik River,50.483333333333,21.45
NOM,Nomad River,Papua New Guinea,Nomad River,-6.283,142.233
NON,Nonouti,Kiribati,Rotima,-0.639722,174.427778
NOO,Naoro,Papua New Guinea,Naoro,-9.25,147.617
NOR,Nordfjordur,Iceland,Nordfjordur,65.131944,-13.746389
NOS,Fascene,Madagascar,Nossi-Be,-13.312067,48.314822
NOT,Novato,United States,Novato,38.143611,-122.5561
NOU,Tontouta,New Caledonia,Noumea,-22.016389,166.216111
NOV,Huambo,Angola,Huambo,-12.808878,15.760547
NOZ,Novokuznetsk,Russian Federation,Novokuznetsk,53.811389,86.877222
NPA,Pensacola NAS,United States,Pensacola,30.353273,-87.31797
NPE,Hawkes Bay,New Zealand,Napier-Hastings,-39.465833,176.87
NPG,Nipa,Papua New Guinea,Nipa,-6.133,143.45
NPH,Nephi,United States,Nephi,39.736583,-111.870056
NPL,New Plymouth,New Zealand,New Plymouth,-39.008611,174.179167
NPO,Nangapinoh,Indonesia,Nangapinoh,-0.348869,111.747606
NPP,Napperby,Australia,Napperby,-22.531111,132.763056
NPT,State,United States,Newport,41.53244,-71.281544
NPU,San Pedro Uraba,Colombia,San Pedro Uraba,4.672222222222,-76.7275
NQA,Millington Regional Jetport,United States,"Millington, TN",35.356667,-89.870278
NQI,NAS,United States,Kingsville,27.504515,-97.808289
NQL,Niquelandia,Brazil,Niquelandia,-14.434869,-48.491525
NQN,Neuquen,Argentina,Neuquen,-38.949,-68.155711
NQT,Nottingham Airport,United Kingdom,Nottingham,52.92,-1.079167
NQU,Nuqui,Colombia,Nuqui,5.7,-77.252778
NQX,NAS,United States,Key West,24.575701,-81.688833
NQY,Newquay Cornwall Airport,United Kingdom,Newquay,50.440833,-4.995278
NRA,Narrandera,Australia,Narrandera,-34.702222,146.512222
NRB,Ns,United States,Mayport,30.391374,-81.424519
NRC,Aux Field,United States,Crows Landing,37.407991,-121.109376
NRD,Norderney,Germany,Norderney,53.706822,7.230247
NRE,Namrole,Indonesia,Namrole,-3.817,126.717
NRG,Narrogin,Australia,Narrogin,-32.927499,117.078889
NRI,Shangri-la,United States,Shangri-la,36.566666666667,-94.85
NRK,Kungsangen,Sweden,Norrkoping,58.586253,16.250622
NRL,North Ronaldsay,United Kingdom,North Ronaldsay,59.368324,-2.433333
NRM,Nara,Mali,Nara,15.217,-7.267
NRN,Weeze,Germany,Dusseldorf,51.602414,6.142172
NRR,Roosevelt NAS,Puerto Rico,Roosevelt Roads,18.24972222,-65.63555555
NRS,NAS,Romania,Imperial Beach,32.566667,-117.116667
NRT,Narita International Airport,Japan,Tokyo,35.764722,140.386389
NRV,USCG Shore Station,Guam (USA),Guam,13.463888888889,144.76361111111
NRY,Newry,Australia,Newry,-16.05,129.2
NSA,Noosa,Australia,Noosa,-26.423333,153.063333
NSB,North SPB,Bahamas,Bimini,25.767,-79.25
NSE,Whiting Field NAS,United States,Milton,30.72247,-87.023901
NSF,Andrews NAF,United States,Camp Springs,38.810806,-76.867028
NSH,Now Shahr,Iran,Now Shahr,36.663333,51.464722
NSI,Nsimalen International,Cameroon,Yaounde,3.722556,11.553269
NSM,Norseman,Australia,Norseman,-32.209167,121.756944
NSN,Nelson,New Zealand,Nelson,-41.298333,173.221111
NSO,Scone,Australia,Scone,-32.037222,150.832222
NSP,NAF,Philippines,Sangley Point,14.495364,120.904075
NST,Nakhon Si Thammarat,Thailand,Nakhon Si Thammarat,8.539617,99.944725
NSV,Noosaville,Australia,Noosaville,-26.422778,153.064167
